"t","x","exp","diff","y"
0.0,8.0,"1,1,1,1",-5.0,3.0
0.02,7.653114215090721,"1,1,1,1",-4.213937353843189,3.4391768612475317
0.0358661640153138,7.3410047413085575,"1,1,1,1",-3.5282303945505653,3.812774346757992
0.05973116496738633,6.816250573737379,"1,1,1,1",-2.4076993295130897,4.408551244224289
0.08497455495559074,6.20276465926031,"1,1,1,1",-1.135857739205579,5.0669069200547305
0.1170993808761599,5.3696565239275955,"1,1,1,1",0.5399809426452,5.9096374665727955
0.16040248856438974,4.24082473057809,"1,1,1,1",2.7262515308941992,6.96707626147229
0.1962882263412763,3.3768724140939055,"1,1,1,1",4.326857565556409,7.703729979650315
0.23519943286798495,2.5691160557734865,"1,1,1,1",5.7452579246200965,8.314373980393583
0.27367234009352387,1.9228006167519562,"1,1,1,1",6.795538870984387,8.718339487736344
0.3147679843282854,1.3926035885728891,"1,1,1,1",7.5597858774834155,8.952389466056305
0.3589724758009134,0.977821147489959,"1,1,1,1",8.043343407950648,9.021164555440606
0.40866067939976447,0.6574892490836478,"1,1,1,1",8.277386737267939,8.934875986351587
0.4522824896117825,0.4667641251262179,"1,1,1,1",8.29682376734773,8.763587892473948
0.49810745161392816,0.3287955750575644,"1,1,1,1",8.194513297316778,8.523308872374342
0.5425280738196737,0.2367844417172426,"1,1,1,1",8.018223088189941,8.255007529907184
0.5879327015662168,0.1714674218916512,"1,1,1,1",7.7898346149754945,7.961302036867146
0.6335079779621743,0.12572019879693286,"1,1,1,1",7.53209819973636,7.657818398533293
0.6800613533885512,0.09288801435798733,"1,1,1,1",7.253561351886888,7.346449366244875
0.7275400986917414,0.06923932453500055,"1,1,1,1",6.963347560612029,7.03258688514703
0.776326226187855,0.051987628603037114,"1,1,1,1",6.66541455194709,6.717402180550127
0.8265746025800015,0.039318050485517717,"1,1,1,1",6.363441805009308,6.402759855494826
0.8785640847281853,0.029934646440302852,"1,1,1,1",6.059323265071228,6.089257911511531
0.9325238919306454,0.02294012143845068,"1,1,1,1",5.7546261304321025,5.777566251870553
0.9887328818521348,0.017692307515724877,"1,1,1,1",5.45027753647471,5.467969843990435
1.047478160188774,0.01373260702558821,"1,1,1,1",5.147001429608588,5.160734036634176
1.1090883049621056,0.010728628620197297,"1,1,1,1",4.845281799443296,4.8560104280634935
1.1739297274036298,0.00843836128531806,"1,1,1,1",4.54550343762214,4.553941798907458
1.2424248141317367,0.006684087137706315,"1,1,1,1",4.247967112845713,4.25465119998342
1.3150619733971318,0.005334614858990214,"1,1,1,1",3.9529450642749167,3.958279679133907
1.392414051331298,0.00429253626868647,"1,1,1,1",3.660704836483421,3.6649973727521075
1.4749323680804292,0.0034870758965822226,"1,1,1,1",3.3723000450425102,3.3757871209390924
1.5633620267305675,0.0028626638080078656,"1,1,1,1",3.088086314435943,3.090948978243951
1.6585542978480792,0.00237796665620877,"1,1,1,1",2.80860467427103,2.810982640927239
1.7615590342034462,0.002001880904525811,"1,1,1,1",2.534418949407925,2.5364208303124505
1.8736309017675385,0.001711239685505321,"1,1,1,1",2.2662683246075974,2.267979564293103
1.9962949708936557,0.001488903864941572,"1,1,1,1",2.0050694406139518,2.0065583444788935
2.1313942093298746,0.001322523799102594,"1,1,1,1",1.7519977875614992,1.7533203113606017
2.2811589728475226,0.0012037135013974727,"1,1,1,1",1.5085336552051372,1.5097373687065345
2.44826161447506,0.0011276748011440423,"1,1,1,1",1.2765299182741605,1.2776575930753045
2.6358246331514703,0.0010932823096344668,"1,1,1,1",1.0582775539489724,1.059370836258607
2.847242258535331,0.0011037307468761237,"1,1,1,1",0.8565911540286804,0.8576948847755564
3.085694099906278,0.0011678406921104513,"1,1,1,1",0.6747517726442563,0.6759196133363667
3.3489456910344217,0.0012994462027233766,"1,1,1,1",0.5183523377793005,0.5196517839820238
3.6284304766518125,0.0015139064688436275,"1,1,1,1",0.39159362599771363,0.3931075324665573
3.922686050081737,0.0018380713236252194,"1,1,1,1",0.29121137046126766,0.2930494417848929
4.227789148665482,0.002308822528917593,"1,1,1,1",0.21382440335374722,0.21613322588266481
4.542135515071404,0.002982491530839663,"1,1,1,1",0.15498784806842528,0.15797033959926493
4.863588939178176,0.003938325447983894,"1,1,1,1",0.11073581304840599,0.11467413849638988
5.190907501830619,0.005291118180801675,"1,1,1,1",0.0774994669461311,0.08279058512693277
5.522887560481443,0.007203621598278788,"1,1,1,1",0.052323583453183144,0.05952720505146193
5.858743553536608,0.009908740716590689,"1,1,1,1",0.03276016653043279,0.04266890724702348
6.197845198437598,0.013738520415268084,"1,1,1,1",0.016781651667773293,0.030520172083041378
6.539812041200172,0.019168801273011373,"1,1,1,1",0.0026340726611634897,0.021802873934174863
6.884438726189009,0.026883304758576924,"1,1,1,1",-0.011313688314829082,0.015569616443747842
7.231727197957563,0.037870561891328605,"1,1,1,1",-0.02674535888550377,0.011125203005824832
7.581879602064556,0.053569813102725794,"1,1,1,1",-0.04560563233066932,0.007964180772056479
7.935321795844306,0.07609631514356609,"1,1,1,1",-0.07037479832931887,0.005721516814247216
8.292704477508956,0.10859258234348515,"1,1,1,1",-0.10445734394994471,0.004135238393540439
8.651613625071688,0.1552758117892933,"1,1,1,1",-0.15224897948463806,0.003026832304655266
9.011963564819753,0.22242107729805358,"1,1,1,1",-0.22016300265069552,0.0022580746473580505
