"t","x","exp","diff","y"
0.0,6.0,"plot4",-2.0,4.0
0.02,6.15956845017937,"plot4",-1.4478762804920828,4.7116921696872875
0.031755782993203016,6.166773505275091,"plot4",-0.9698470538594774,5.196926451415614
0.04948082529162275,6.0375416421797325,"plot4",-0.024072178130024824,6.013469464049708
0.0657511967219061,5.765298725980306,"plot4",1.0648588759494482,6.830157601929754
0.08473798996913734,5.27886636856919,"plot4",2.5327305544713123,7.8115969230405025
0.10474814475431608,4.623667309565934,"plot4",4.170435165847771,8.794102475413705
0.1291099955172125,3.7473222653324867,"plot4",6.035662628248867,9.782984893581354
0.15080527763598325,3.0025690986301425,"plot4",7.378954232961459,10.381523331591602
0.17323571390788634,2.3394444252037347,"plot4",8.354228270374186,10.69367269557792
0.19574330505527826,1.8075691014579571,"plot4",8.91613699422935,10.723706095687307
0.2200856895616875,1.374017912200668,"plot4",9.132361226432552,10.50637913863322
0.2481170433183387,1.0215720469042557,"plot4",9.01635826910104,10.037930316005296
0.2773282983289632,0.7748870506044077,"plot4",8.632615247296732,9.40750229790114
0.30538735338875006,0.6164243890589564,"plot4",8.124517458345114,8.74094184740407
0.334811044836674,0.5051002234897654,"plot4",7.5242054908887335,8.029305714378498
0.3647236873408484,0.43041449745857946,"plot4",6.894438240622723,7.324852738081302
0.3962633125476789,0.38011939348451856,"plot4",6.24289864817556,6.623018041660078
0.42952656355774743,0.34917681978821485,"plot4",5.590474413308108,5.939651233096323
0.46516224468078105,0.3345024291583444,"plot4",4.94257033620263,5.277072765360974
0.5034794640749511,0.3356811465313299,"plot4",4.308795758893279,4.644476905424609
0.5448060065077536,0.3544984625751293,"plot4",3.695725146296424,4.050223608871553
0.5893568266252329,0.3955829875470758,"plot4",3.1081100441021503,3.503693031649226
0.6365684985466313,0.4664657384456058,"plot4",2.5540411157379577,3.0205068541835636
0.6858125056498443,0.5788619242489988,"plot4",2.031672165361703,2.610534089610702
0.7364924021448448,0.7505425897370498,"plot4",1.5282539959490946,2.2787965856861443
0.7884139888315425,1.0094800889321958,"plot4",1.0173784085088586,2.0268584974410544
0.8418598098895762,1.4007660285634953,"plot4",0.4585338245551489,1.8592998531186442
0.8978330924043613,2.0004663881429923,"plot4",-0.20618039746557626,1.794285990677416
0.9504884276791272,2.796844406662521,"plot4",-0.9296200573569975,1.8672243493055236
0.9974698058702374,3.7193557996705637,"plot4",-1.620897928218365,2.0984578714521986
1.0407441889919966,4.700287799295392,"plot4",-2.160715680838747,2.539572118456645
1.0811705689955229,5.581243552087544,"plot4",-2.3040252440814957,3.2772183080060486
1.1214034624509541,6.129725538803936,"plot4",-1.6449839146740795,4.484741624129857
1.1539636928655375,6.070062373885585,"plot4",-0.1954519509763406,5.874610422909244
1.1836466199489342,5.515201149338672,"plot4",1.8596237829911013,7.374824932329774
1.2126344802338127,4.6050800526173665,"plot4",4.212472102613968,8.817552155231335
1.2442651404344238,3.471221931723944,"plot4",6.559478648727792,10.030700580451736
1.2715775473783302,2.590715360853577,"plot4",8.013311061567531,10.604026422421109
1.2984120374314292,1.9076376729867661,"plot4",8.829884689134875,10.737522362121641
1.3255110522063607,1.4038768323044883,"plot4",9.12691220968058,10.530789041985068
1.3559638949931765,1.0167624820671062,"plot4",9.011233033758687,10.027995515825793
1.3878711421063772,0.7537814262749962,"plot4",8.579757454383573,9.333538880658569
1.4176172520725927,0.5948405619715258,"plot4",8.028020280323553,8.622860842295077
1.4487265289395803,0.48604205904247316,"plot4",7.386332855326656,7.8723749143691295
1.4800293777483817,0.4154974880343082,"plot4",6.728009324738951,7.14350681277326
1.5129824087184536,0.369517678118272,"plot4",6.0550440153284315,6.424561693446703
1.5476272695701934,0.3430437293029163,"plot4",5.389305997789412,5.732349727092329
1.5847134389001798,0.3331816810667436,"plot4",4.733847583409215,5.067029264475958
1.6245058740418414,0.3399966342346328,"plot4",4.098253293948384,4.438249928183017
1.6673928398533109,0.3660856229243237,"plot4",3.486923030633637,3.8530086535579606
1.713301754084315,0.41705362358700077,"plot4",2.9063070140521696,3.3233606376391704
1.76161318552499,0.5018031842088787,"plot4",2.3610914956596716,2.86289467986855
1.8116625668378679,0.6340074706530472,"plot4",1.8454641404187853,2.4794716110718324
1.8629899542344663,0.8347364047659316,"plot4",1.341199804927714,2.1759362096936457
1.9155613229842148,1.1373752827081394,"plot4",0.8165417498941421,1.9539170326022814
1.9699230874428362,1.596846961321199,"plot4",0.22427453079118642,1.8211214921123855
2.0271059368789057,2.3020490700015306,"plot4",-0.495847655875453,1.8062014141260776
2.0766355984072757,3.1426560333748395,"plot4",-1.2060207253679267,1.9366353080069127
2.1226180529246115,4.1136789151965,"plot4",-1.8668579317761096,2.2468209834203905
2.164440852565259,5.073740933324623,"plot4",-2.282323981179205,2.791416952145418
2.204675635248253,5.8618514692289985,"plot4",-2.1648819067690344,3.696969562459964
2.2411886198351305,6.171310756133267,"plot4",-1.197823462182729,4.973487293950538
2.273302083924383,5.90187745071018,"plot4",0.5630348135812513,6.464912264291431
2.3025888942594315,5.183041713762421,"plot4",2.7879711205341087,7.97101283429653
2.332329617858315,4.162248441773852,"plot4",5.189759020984478,9.35200746275833
2.3655284574871884,3.0020736784714437,"plot4",7.378434547028981,10.380508225500424
2.3916012059127723,2.2439815567860677,"plot4",8.471193474511875,10.715175031297942
2.4193542019477805,1.633394706731953,"plot4",9.035540227540363,10.668934934272315
2.447578091201023,1.1966631439976012,"plot4",9.117729534779118,10.314392678776718
2.48313974423629,0.8398914313756769,"plot4",8.768695023552041,9.608586454927718
2.5122600485830318,0.6548539105523888,"plot4",8.274418379418533,8.929272289970921
2.544059184482051,0.5226751446394992,"plot4",7.63754475923924,8.160219903878739
2.57503957309559,0.4396799952604614,"plot4",6.9862367476703815,7.425916742930843
2.60777063493993,0.3843463821568128,"plot4",6.307396222653366,6.6917426048101785
2.6417846928154325,0.350991017157199,"plot4",5.636741852279787,5.987732869436986
2.678135027894216,0.3349981220115521,"plot4",4.972604652134276,5.3076027741458285
2.7169899351486064,0.3355597067558828,"plot4",4.327475885481046,4.663035592236929
2.7587995471875204,0.3541844151871437,"plot4",3.705635146021747,4.059819561208891
2.8037686926999896,0.3954132566879135,"plot4",3.1117172149541914,3.507130471642105
2.8513528525198613,0.466813830091535,"plot4",2.5531326612572043,3.019946491348739
2.9009097192875757,0.5801878468680663,"plot4",2.0276463859647387,2.607834232832805
2.9518501617698045,0.753508713692305,"plot4",1.5218203344646857,2.2753290481569906
3.0039890963643003,1.015086370901752,"plot4",1.0085759333498074,2.0236623042515594
3.0576307057145735,1.4106412653304212,"plot4",0.44664830470848194,1.8572895700389032
3.1138025094601653,2.0173212814645867,"plot4",-0.22255707342748643,1.7947642080371002
3.1663657453255056,2.818103348544642,"plot4",-0.9467621432670184,1.8713412052776235
3.2133415492932182,3.745218100068519,"plot4",-1.6374788439099794,2.1077392561585397
3.2565663396127156,4.726540785702069,"plot4",-2.170456517687482,2.5560842680145868
3.2970028170445396,5.602734679576635,"plot4",-2.297432218489801,3.305302461086834
3.337298620140351,6.136049874633814,"plot4",-1.6051712663398412,4.530878608293973
3.3696986705484098,6.0572284238095655,"plot4",-0.1313537520403889,5.925874671769177
3.3994149726998284,5.485074143471377,"plot4",1.9464056807459622,7.431479824217339
3.4284602728931786,4.5635795553644884,"plot4",4.30601004567515,8.869589601039639
3.4604213942273465,3.4191391518990697,"plot4",6.6535012093734975,10.072640361272567
3.487524499335399,2.553785158145108,"plot4",8.064316040044268,10.618101198189377
3.51448441481966,1.877294020054944,"plot4",8.855549163750425,10.732843183805368
3.5416643316961176,1.3812480841757024,"plot4",9.12924963104941,10.510497715225112
3.57249487483725,0.9981866563861534,"plot4",8.99168082738205,9.989867483768203
3.6040426069236284,0.7442758916515052,"plot4",8.553321165543922,9.297597057195427
3.633964550887861,0.5878837635862416,"plot4",7.993554144530774,8.581437908117016
3.665022145985135,0.4817295373932714,"plot4",7.351320280033962,7.833049817427233
3.6964355350045692,0.41260857094906866,"plot4",6.691185056323579,7.103793627272648
3.7294592582015285,0.36780181650310034,"plot4",6.018631076810726,6.386432893313827
3.7642376909381468,0.3422475036195552,"plot4",5.353084930430058,5.695332434049614
3.801462973227523,0.3332674155777146,"plot4",4.6985802611552225,5.031847676732937
3.84142175185951,0.3410424852975442,"plot4",4.064147990280491,4.405190475578035
3.884488072402027,0.36833168871916366,"plot4",3.4542511076043683,3.822582796323532
3.930549189820908,0.42090470961282755,"plot4",2.875510652048087,3.296415361660914
3.9789769958579218,0.5078860646080741,"plot4",2.3321255937720986,2.8400116583801727
4.0291086953354185,0.6432727846113718,"plot4",1.8176680358721211,2.460940820483493
4.080505811207203,0.8486733479378599,"plot4",1.3131617366851487,2.1618350846230086
4.1331602482865994,1.158370633804274,"plot4",0.7860822443827593,1.9444528781870334
4.187660413163859,1.6289418875559383,"plot4",0.18821791922011322,1.8171598067760515
4.244699966928112,2.346218025245338,"plot4",-0.5360844729835579,1.8101335522617803
4.293879070955674,3.1933957481010475,"plot4",-1.2443759815095699,1.9490197665914777
4.339663102714251,4.168448995993533,"plot4",-1.897652805156108,2.270796190837425
4.381312398512179,5.123417292447099,"plot4",-2.2922312556478053,2.831186036799294
4.421549592899382,5.89459957326272,"plot4",-2.1319370939161573,3.762662479346563
4.4576749526834,6.169874130982904,"plot4",-1.1180845954397194,5.051789535543184
4.489252717050429,5.877256838281095,"plot4",0.6548089217415018,6.532065760022597
4.51840774714531,5.144994947409703,"plot4",2.8861076156071697,8.031102563016873
4.548056039711436,4.121663349667207,"plot4",5.273679922940815,9.395343272608022
